customer_id,external_id,first_name,last_name,email,phone,city,state,country,postal_code,child_birthday,created_at,updated_at
6bebac31-d4f8-4d72-b382-1cfdc083b73a,CUST-41708053,Debra,Harrington,websterstefanie@example.org,9926327193,Garyville,WI,US,21966,2025-08-05,2024-04-07 06:24:03.270706+00:00,2025-01-04 09:11:56.430537+00:00
e87466d7-ad66-41bd-9367-6a024fdc6e1b,CUST-66319314,Melissa,Burke,hoganashlee@example.org,(786)951-8506x716,South Gregory,NC,US,85757,,2018-11-21 22:42:39.481426+00:00,2019-01-29 19:00:17.305942+00:00
7701f7bb-7bc6-4e1f-864e-e6e389c5b31a,CUST-69453147,John,Marshall,frogers@example.com,(273)554-5494,East Jenniferfort,OH,US,99875,,2020-03-22 20:54:40.613317+00:00,2025-01-29 04:12:20.105767+00:00
cafda613-72bb-412d-bda6-7785b63b4dc3,CUST-01436349,Miguel,Tran,ronald85@example.com,001-574-544-3135x182,Hillshire,WV,US,69266,2018-12-21,2019-12-24 10:00:26.467001+00:00,2022-12-15 14:54:57.444094+00:00
2defe193-5c62-43a2-ba3c-563e4bd6cee6,CUST-40824008,Kelly,Raymond,agarcia@example.net,377-275-2047x1167,East Lisa,ME,US,11665,,2026-01-26 10:16:27.558025+00:00,2026-03-16 04:59:21.103266+00:00
989bc4da-9b37-422b-aa8a-616fc3b290d0,CUST-93867749,Veronica,Torres,lynchjody@example.org,+1-934-612-3281x2067,East Keithport,UT,US,60011,,2026-03-07 17:32:55.518488+00:00,2026-03-09 21:31:19.073993+00:00
a003cd28-ca8f-4653-89af-18f843b9da13,CUST-93618324,Margaret,Jones,lauralarson@example.net,271-874-6488x7719,Cassandratown,CO,US,30506,2025-07-17,2018-08-02 23:12:55.845608+00:00,2020-05-15 16:44:09.378436+00:00
c3c75611-ffe3-4a49-854f-92fff366bad4,CUST-49027874,Howard,Richards,ecosta@example.com,(755)612-5674x68071,Darrellfurt,VI,US,67950,2023-01-29,2024-11-17 21:40:01.710006+00:00,2025-08-28 12:56:59.274932+00:00
300568d2-0de0-41a6-a9ca-97d2764414fd,CUST-85977034,Andrea,Pennington,fgilmore@example.org,3935248086,South Staceyberg,NM,US,94427,,2018-01-04 11:02:34.728852+00:00,2025-02-26 18:46:31.880424+00:00
faf14ff0-7b85-479a-95b0-77e06a5d932b,CUST-73782639,William,Suarez,hillkristy@example.com,784-804-4997x27875,Cantuborough,UT,US,31801,2018-07-09,2020-05-27 08:09:15.428381+00:00,2024-07-06 22:20:30.021960+00:00
7914f8a8-bea4-4f31-9174-00f80b2c782a,CUST-66270289,Martin,Garcia,dgarcia@example.org,001-826-721-7459x6158,Brennanton,RI,US,09469,2012-06-15,2019-12-04 02:12:15.255555+00:00,2024-10-24 21:15:05.397411+00:00
6f18c108-1723-499d-bf2c-14a03a3c8a71,CUST-11724005,Laura,Carter,ryan38@example.com,001-922-421-9693,South Dana,NH,US,33967,2020-03-25,2023-08-20 07:32:34.960093+00:00,2024-05-18 22:48:42.401233+00:00
28711733-8bed-4b12-ad77-e82f49a23a89,CUST-17594647,Megan,Gonzalez,gcastaneda@example.org,(995)694-4064x0909,New Laurie,IN,US,83943,,2025-05-26 03:08:46.535636+00:00,2025-10-14 12:19:11.213223+00:00
a8c01f05-c478-46f1-b88e-c318c16d83ed,CUST-21047095,Jessica,Davis,mark62@example.org,(685)788-4247,South Sydneyberg,WV,US,30072,,2019-07-26 12:56:36.216706+00:00,2021-03-27 16:24:36.719836+00:00
d882b5c1-f79e-4d70-a5bc-c272fadd7ea3,CUST-85160481,Shawn,Chambers,brenda51@example.net,970.698.5931,Wilsonton,AZ,US,40394,,2025-01-29 14:15:35.644418+00:00,2025-11-30 01:39:04.349758+00:00
22bae10e-899c-4782-a323-6d1a3c1bdacc,CUST-67586926,Diana,Bass,rcrosby@example.org,001-853-677-3515x850,North Stacy,GU,US,60101,,2026-03-13 18:30:17.571477+00:00,2026-03-15 04:37:22.393403+00:00
0577aea9-f899-4246-98de-8ebba3b5cece,CUST-05329318,Jamie,Robinson,markhernandez@example.net,4422284210,Kristybury,OR,US,42938,,2018-10-03 13:43:01.114233+00:00,2020-05-04 17:08:21.459243+00:00
86ad8a8c-6bc4-423e-bde1-3c1b20733f6d,CUST-11775891,Shannon,Walker,acostaregina@example.net,447.300.7661x77115,West Claudia,OR,US,72375,,2018-02-17 10:30:56.034280+00:00,2020-04-12 13:08:57.839522+00:00
7426b193-4b7e-4b3c-87d2-92a698eeac2b,CUST-89611836,Shannon,Perez,maria66@example.net,356-354-5271,South Colinstad,AS,US,17555,2018-03-30,2023-11-11 17:46:49.516304+00:00,2024-10-06 07:50:50.067789+00:00
692ac139-1f4a-4ca1-ab85-fd595463adc7,CUST-56049451,Becky,Lewis,gwalker@example.com,+1-251-649-3689,East Joshuaport,PW,US,45042,,2022-10-29 22:07:32.071530+00:00,2024-09-27 00:36:17.150151+00:00
6699cd99-a847-4ce7-90fa-6b5724ac2130,CUST-12018366,Shawn,Moore,jennifer99@example.org,9229901476,Nelsonhaven,DE,US,45743,,2020-11-21 04:20:47.681457+00:00,2021-11-10 01:45:00.502750+00:00
86e52753-7c93-46cc-97d7-a560adb14670,CUST-40369003,Kevin,Clark,kathrynroberts@example.org,7763226838,Hensleyton,NE,US,02957,,2021-07-16 07:49:38.844274+00:00,2022-11-13 17:19:41.136004+00:00
92ca525a-6de5-4332-9364-f3d05024bdc6,CUST-66416052,Laurie,Montgomery,christopher13@example.com,001-468-316-4535,New Williamstad,MI,US,95840,,2021-10-14 00:39:30.691153+00:00,2022-02-17 11:24:19.008205+00:00
257d5e52-1a51-45ca-bc7c-1d8525cf0041,CUST-43292127,Steven,Elliott,kmaldonado@example.net,+1-795-352-7177x4490,Steventon,AR,US,48832,,2025-11-20 10:22:24.666820+00:00,2026-02-09 11:42:18.416237+00:00
171dabf9-daf4-41a7-ba34-d2e8dd3f7d7e,CUST-99867980,Shannon,Pacheco,marcalvarez@example.org,9719518203,West Nathan,LA,US,51280,,2024-11-05 02:11:21.565635+00:00,2024-12-13 21:52:01.739181+00:00
a181c85e-ca0a-46ac-8d67-d38e990f0c5b,CUST-51518644,Jennifer,Douglas,mathewaguilar@example.org,(346)829-1486x528,Andrewport,HI,US,28575,2014-05-19,2021-05-13 18:23:27.177001+00:00,2023-01-05 03:04:46.959527+00:00
13c11754-27aa-4cbc-a337-7bbcfffe77c8,CUST-41888059,David,Bennett,henryschwartz@example.net,(970)565-3794,West Tammy,WY,US,61975,2024-07-01,2024-04-22 01:49:11.614442+00:00,2024-09-04 01:02:39.804363+00:00
7630a8a7-70ca-4dd8-bc04-3f0892070158,CUST-46886239,Devon,Wright,jsawyer@example.org,001-581-941-2478x261,Sarahchester,AR,US,52465,2017-04-07,2019-08-07 05:09:55.533376+00:00,2024-02-05 14:46:41.932158+00:00
519554e3-0737-4c86-b97b-5f515ffa46ef,CUST-15220472,Katherine,Harrison,bullockandrew@example.org,(389)286-1434,South Danielle,RI,US,60415,2009-05-11,2019-12-10 18:02:57.129902+00:00,2026-03-13 10:28:51.203989+00:00
83efa9f3-a1c7-4c8a-8435-1b64893ad232,CUST-93246095,John,Butler,millsmichael@example.net,+1-788-680-6706,West Kristinastad,IA,US,96569,2020-01-21,2024-11-20 02:16:04.979645+00:00,2025-07-23 11:16:57.393922+00:00
0b599562-2227-419f-951f-f086c1b5b5ca,CUST-58527722,Bryan,Parsons,mjohnson@example.org,205.548.6874,Michaelton,VI,US,86449,2014-03-16,2018-11-08 14:45:33.847590+00:00,2023-02-23 11:51:53.193032+00:00
7092947d-be49-49ec-a667-d3bbe3b56360,CUST-65277584,Laurie,Acosta,jordanwanda@example.org,+1-845-411-5447,Bellton,VA,US,46711,2019-04-19,2019-01-10 04:09:54.123278+00:00,2021-09-04 17:47:08.817898+00:00
1335e5db-0eaf-44b5-b2a9-dc8aca9e4a62,CUST-65820297,Austin,Jones,michael90@example.net,(775)857-1928,Debrabury,DE,US,03897,,2021-07-31 10:29:15.479366+00:00,2024-07-21 14:59:14.518353+00:00
1e2595b8-8fc9-486b-a9dd-ebf563119aca,CUST-44739473,David,Farrell,tthompson@example.com,455-718-8442,North Tracie,WY,US,18703,2012-06-28,2024-01-21 10:45:49.335709+00:00,2025-02-20 23:18:40.980586+00:00
cdbcc653-77a7-48b7-9e70-f65f9280c5aa,CUST-82911467,Alicia,Hammond,martinezlogan@example.org,378.452.8922x680,Fredmouth,VT,US,30053,2014-06-16,2022-01-25 00:52:39.236018+00:00,2023-07-27 22:50:37.067998+00:00
3240d7a1-4027-4b7d-9430-29a9d88f1c94,CUST-84249818,Danielle,Vargas,georgeweber@example.net,690-601-0943x96907,Sanchezfurt,ME,US,59947,2009-07-17,2025-09-29 08:53:05.267226+00:00,2026-03-07 08:20:41.778738+00:00
5716dc2e-343a-4a2a-b6e5-ae787bf7e1d3,CUST-92555625,Zachary,Rodriguez,stevenadams@example.org,(710)746-9632,Port Erik,NY,US,61687,2017-03-16,2018-06-30 02:23:06.432232+00:00,2021-11-23 09:16:52.946114+00:00
750d112e-8164-4eec-a4ab-851bf1fac6e7,CUST-33950047,Carla,Cameron,amitchell@example.org,(624)356-5060x98358,Gordonside,KY,US,82190,,2020-07-16 11:26:37.624283+00:00,2020-09-02 15:35:25.517087+00:00
5f89ed12-64d6-4fbf-98c0-1e2bf99f0704,CUST-58523986,Vincent,Williams,jenniferbrock@example.net,729.982.5952x694,Thomastown,MN,US,43917,,2023-08-08 06:53:54.075472+00:00,2023-11-30 10:22:27.522355+00:00
e61599c8-cbf8-4f86-8ec3-f970956d80e4,CUST-09749930,Brandy,Jackson,rhernandez@example.org,8915307562,Shawfort,VI,US,96948,,2023-07-19 11:18:18.430666+00:00,2026-03-06 07:15:42.117743+00:00
5336723b-8f96-4685-b514-589084c86c46,CUST-78652785,Amy,Lowe,chelsea33@example.com,+1-743-644-3757,Davidside,MS,US,52213,2022-12-17,2023-12-27 13:55:51.625208+00:00,2025-07-27 21:58:56.601539+00:00
f48f709c-49a2-4441-8ac4-de854a5b1aff,CUST-15747338,Joseph,Hoffman,derrick99@example.org,908.333.0165,North Tamara,GA,US,53835,,2025-11-09 13:36:32.062913+00:00,2026-02-27 08:29:40.709576+00:00
330f8be1-a689-4424-ba3a-10e179c773a0,CUST-45401938,Joanne,Jefferson,gentrygregory@example.org,3677240049,Shawnside,NC,US,65239,2024-03-26,2023-05-17 14:30:28.840365+00:00,2025-11-21 11:31:03.012445+00:00
1cd66b09-cf0e-4d2b-b15c-167a45d8a6ad,CUST-52742054,Ashley,Todd,cherylfowler@example.com,(585)916-1227x53046,Stephanieport,OR,US,95250,2018-07-17,2019-02-08 09:45:50.661099+00:00,2022-09-12 16:10:37.706240+00:00
1e43fbd2-aaf4-47f7-8fe7-61493c7e5368,CUST-74268414,Michael,Walker,timothygibson@example.net,(768)378-3391x878,North Mariahaven,ID,US,75566,,2020-02-26 05:34:28.723281+00:00,2022-05-04 08:37:16.256322+00:00
1dc1e7eb-711c-4673-8535-1a69dabf984e,CUST-39718707,David,Perry,hansenemily@example.com,001-206-340-3910x6518,Johnsonchester,HI,US,18251,,2022-06-02 04:58:59.099642+00:00,2023-01-17 09:01:20.289924+00:00
5fdcabbf-6b9c-471c-b6ba-745ba55871e3,CUST-67661825,David,Haney,urice@example.org,5049786863,Ericborough,FM,US,95531,,2024-04-21 02:07:07.313111+00:00,2026-03-10 18:16:47.217459+00:00
c41c147e-9d6b-4b62-ab53-5a19a902b73f,CUST-03311907,Carla,Warner,sanchezbradley@example.com,783.702.8439,West Nancy,TN,US,68822,,2024-04-20 01:45:06.082187+00:00,2024-05-12 18:49:21.231060+00:00
97777f10-f2d2-493f-8e85-140d0f9aeb70,CUST-26870568,Lucas,Butler,kevinwhite@example.net,833.542.7086x6882,Jamesland,NV,US,49138,,2019-10-27 10:58:42.847752+00:00,2021-09-30 02:20:00.973079+00:00
608e149e-44b9-4602-8d31-812e30c36756,CUST-99013983,Timothy,Booth,kevin03@example.org,001-717-639-3638x5467,Michaelfort,NH,US,13425,,2018-10-05 22:45:08.308871+00:00,2024-03-04 15:53:58.926662+00:00
ea11905b-51fa-4efa-96f8-9f7ac2fa1da8,CUST-35560932,Allen,Tran,mphillips@example.com,969.937.8547,Lake Laura,GA,US,18845,2021-03-12,2024-08-10 06:39:38.174149+00:00,2025-10-12 11:28:16.427199+00:00
f50d7a37-a44d-4fec-bd85-d7fa8ac97b01,CUST-08010062,Megan,Hall,albertwagner@example.com,8992770088,New Jenniferside,LA,US,02747,2017-04-08,2022-01-07 21:14:59.120309+00:00,2025-11-18 04:39:23.970985+00:00
1b656dab-2de4-4e91-a8e6-e840f090f5a0,CUST-18233984,Lisa,Adams,zmiller@example.com,001-833-941-0166,Lake Albertburgh,CO,US,66018,2023-06-12,2023-09-29 18:34:10.821384+00:00,2024-10-24 20:05:51.218491+00:00
1869a217-f94d-4fcb-9ba3-496ffa323f69,CUST-80339740,Sandra,Cohen,rachel90@example.org,703-892-6142x93968,Port Vanessa,VA,US,10780,2017-03-30,2023-04-23 14:23:43.828513+00:00,2024-04-11 04:51:41.611272+00:00
1375ee90-d6b3-41e4-bb6d-ca0d6fe5040b,CUST-59996504,Kristen,Hayes,michaelpugh@example.com,(696)419-4311,Dawsonberg,WA,US,51569,2013-12-05,2026-01-07 19:53:43.950766+00:00,2026-01-11 23:21:50.275103+00:00
c2e79a98-5c23-4d8d-b1da-35b94eea9db8,CUST-41212678,Angela,Russell,davisangela@example.net,+1-456-804-6618x398,East Joseph,KY,US,65135,,2018-11-17 07:02:37.252463+00:00,2018-12-01 05:54:48.614316+00:00
7bf69552-4cbc-4044-abcd-5ce746a56fe8,CUST-15437993,Stephen,Taylor,rushmartin@example.net,(457)856-9245x9375,Kellyfort,OK,US,32276,,2019-03-15 16:22:07.115131+00:00,2020-05-17 23:00:43.080578+00:00
1d27c09a-5d71-4898-a497-6593c92e8c93,CUST-93982807,Sherry,Clark,marie16@example.net,824.834.2661x7979,Port Tanyaside,PA,US,84148,2024-09-08,2020-09-06 14:50:29.546954+00:00,2022-03-28 14:48:46.921733+00:00
a5a1c825-2a95-48c3-9ae1-dbadaa2960fd,CUST-90965610,Corey,Walker,seanmyers@example.net,001-382-350-7146,West Larry,NH,US,27615,,2018-11-25 18:22:58.783160+00:00,2020-09-20 08:12:01.008964+00:00
b25f13df-b8d4-4848-b02b-a49f18fdd2b9,CUST-75140105,Deborah,Byrd,sarahyang@example.net,(482)458-6736,Fosterborough,NV,US,78122,2015-12-17,2022-04-16 11:28:33.263024+00:00,2023-08-30 20:50:56.707809+00:00
cf08ea54-b429-4924-8098-675047419b48,CUST-19182553,Stephen,Baker,orose@example.com,+1-369-469-1557x924,Davidport,DE,US,24493,,2018-01-14 09:02:43.285745+00:00,2019-10-19 04:24:19.078195+00:00
234b4562-98af-4cca-ab11-b7cb63725424,CUST-96627828,Garrett,Roberts,leonardhayes@example.org,(907)923-6887x676,North Ariana,WY,US,29406,,2021-01-27 03:54:47.749567+00:00,2021-10-20 11:04:23.788060+00:00
c7de96ea-2b0f-4e44-89e6-4c2289a0b7eb,CUST-79788191,Joseph,Daniels,amber07@example.net,361.934.0745,Port Lisaborough,AS,US,97181,2018-10-24,2020-05-28 00:37:42.206847+00:00,2022-01-02 21:49:56.233816+00:00
9dbc15c0-2a7d-457c-ad9c-5b50a1fd4187,CUST-23309584,Candice,Jackson,keith48@example.net,726-504-2232,Burnsshire,SC,US,35722,2019-07-13,2020-11-20 00:01:27.075294+00:00,2024-09-07 09:38:13.597207+00:00
17d50f59-c4d5-48f7-a14f-e093cb6ad0c7,CUST-68457759,Aaron,Schroeder,simonstephen@example.net,001-751-486-3637x454,Kramerton,AZ,US,13552,,2021-02-01 18:33:11.162053+00:00,2021-06-23 14:39:29.344255+00:00
db8f0e32-edef-4003-9fce-01e3042b03ca,CUST-27706324,Erik,Cantu,clarence54@example.org,(320)464-3611x037,New Erin,AL,US,01557,2020-09-30,2023-02-26 07:17:48.722980+00:00,2025-09-23 12:20:19.125475+00:00
7a4a902f-21d6-4b0f-b1ac-040d6c1cc405,CUST-13611155,Nicole,Taylor,darlenebyrd@example.org,390.492.7532x69731,New Jessicastad,NE,US,41723,,2024-09-22 05:46:35.307732+00:00,2026-03-19 12:01:51.899785+00:00
8dab66d3-3f87-4fc2-9591-52f2a505da9c,CUST-99940438,Catherine,Lopez,dphillips@example.org,861.737.9180x5526,Port Thomas,WI,US,10068,,2024-07-05 23:41:20.790478+00:00,2024-12-08 14:28:54.933786+00:00
ec2e2815-0a32-47d2-b73a-edf8431e930f,CUST-06848666,Christopher,Herrera,joshuacollins@example.net,528.256.9146,North Sandy,DE,US,59925,2019-04-02,2018-02-20 04:02:44.051211+00:00,2018-09-07 18:49:28.798530+00:00
1e93d127-2cf7-4140-bd9b-c648a8761e85,CUST-02027588,Krista,Le,nathanbrady@example.com,001-710-256-4814x9177,Villarrealburgh,MN,US,21119,2012-10-27,2018-06-15 10:00:08.782312+00:00,2023-08-20 11:31:27.144472+00:00
bda3c162-3a78-464a-9d86-80cbb90800f3,CUST-80003075,Patrick,Hernandez,tranrobin@example.net,+1-263-453-6541x9518,Port Zachary,AZ,US,53051,,2018-11-06 08:00:19.045507+00:00,2023-01-31 23:47:28.497423+00:00
4f89e3b2-d847-4c53-8605-e58a48454343,CUST-51870534,Anne,Torres,stevenvargas@example.com,001-838-632-0603x85050,East Alyssabury,MT,US,64992,,2018-07-27 04:39:03.952852+00:00,2022-02-17 21:48:13.891918+00:00
17d09810-47a2-410b-b62e-db49247296a4,CUST-03865719,Cody,Anderson,kjones@example.org,(423)344-5655x74313,North Frank,NH,US,41661,2015-07-19,2025-11-29 08:02:39.169969+00:00,2026-03-22 19:28:47.685228+00:00
769de1e3-4eed-4124-b3b0-d6763527a5c8,CUST-41124903,Mary,Murphy,dawsontanya@example.com,404.342.0678x83171,North Mariabury,DC,US,26470,2023-01-20,2022-05-30 23:54:47.011010+00:00,2026-02-04 16:16:39.781052+00:00
960be0f4-9513-4c22-9583-9b99a50a13dc,CUST-41013721,Rebecca,Calderon,david70@example.org,001-566-470-6625,Joshuaberg,AZ,US,80993,2019-05-17,2021-01-23 22:59:01.733924+00:00,2024-04-27 08:44:32.515504+00:00
7aa1c567-8cf9-4ea9-a1fd-c6d169785221,CUST-01462638,John,Mcknight,mayokimberly@example.com,587.259.8564x2059,Brianfort,NC,US,47350,,2020-01-09 19:58:34.228703+00:00,2021-11-08 21:20:24.775729+00:00
3f738f50-19a2-476f-a8dd-2bfdf956be95,CUST-34803965,Savannah,Frey,gregorywatkins@example.net,001-659-405-9929x378,Johnsonton,IN,US,79362,,2024-04-24 03:18:29.045666+00:00,2026-03-25 17:41:23.742291+00:00
9d37efb6-eafb-4e90-94ec-84ce002ccb25,CUST-32525002,Brenda,Stark,mathismichelle@example.org,(469)715-4522x675,Lake Brianna,HI,US,50096,,2019-10-20 17:49:21.622584+00:00,2023-03-09 23:40:14.325354+00:00
0075d3d5-ba94-4a66-ad7e-4a452099e71f,CUST-96902959,Jeffrey,Cunningham,vtaylor@example.org,555.521.5704,West Jonathanville,VA,US,00668,2009-02-04,2020-07-11 07:33:13.497398+00:00,2024-06-14 22:30:44.581058+00:00
7e3a9f07-69fd-48e6-a271-fff92a9527f6,CUST-65861793,Francisco,Jones,phillipslucas@example.org,952-262-1815,Dunlapburgh,PA,US,57412,2011-01-21,2021-08-10 07:05:41.411828+00:00,2023-07-19 23:18:56.469018+00:00
8dda4ff2-b27b-4bb4-a8c6-90b230a2cee8,CUST-84443106,Ashley,Larsen,briansmith@example.org,897-931-0324x1714,Jacobsonview,CO,US,84631,,2018-11-01 09:10:33.910042+00:00,2020-05-09 16:53:35.409692+00:00
2fc3e649-5e91-4b91-a1a6-6444e2afa629,CUST-70477434,Anne,Hernandez,millermaurice@example.net,(393)880-6868x79374,New Ashleyhaven,AS,US,75406,,2022-06-24 15:36:11.805230+00:00,2023-03-05 00:06:34.179990+00:00
72f444ab-c1d7-4f4a-b302-5d161ecacae9,CUST-22332061,Vanessa,Graham,maryscott@example.net,916-286-8548,Rodriguezberg,FL,US,74765,,2023-07-30 16:17:41.011387+00:00,2025-03-22 22:20:42.602492+00:00
1b0ae22e-ecc8-47a6-99a6-f80ef08ce6c2,CUST-91485646,Diana,Armstrong,rjohnson@example.com,(999)660-6530,Andrewport,ME,US,37246,,2022-11-03 08:06:33.228955+00:00,2025-05-30 17:18:47.909140+00:00
de703b72-f8f5-4a26-9924-c644af527666,CUST-32475469,Debbie,Lopez,robinrussell@example.com,001-485-508-2148x62890,Port Brian,AZ,US,60328,2009-02-20,2024-12-08 14:35:38.261571+00:00,2026-01-18 01:01:34.430201+00:00
814ff657-76d7-4561-92d1-4ef55e4c4fd1,CUST-61035797,Gregory,Harrell,max41@example.com,6608293333,Port Kimberlytown,NJ,US,17843,,2020-12-19 07:00:56.954712+00:00,2022-01-06 02:59:49.029419+00:00
9bbc6cbc-409c-48f2-b948-fe22022aadda,CUST-44665743,Steven,Byrd,asilva@example.net,+1-658-699-4417x15454,East Zachary,IA,US,07942,,2023-05-01 00:10:53.912110+00:00,2025-01-27 05:19:00.970776+00:00
51d05ef3-a918-43fc-a772-fe9f999bc859,CUST-20744666,Jillian,Aguilar,matthewreeves@example.net,+1-375-984-2824,Lake Jonathan,AS,US,73774,,2024-08-18 03:11:17.534399+00:00,2025-11-30 10:04:30.508144+00:00
a7890770-55ec-424a-a64b-9b37ae01a122,CUST-13534655,Jorge,Carter,ruizmichelle@example.net,001-691-873-8168,Port Melissaberg,ID,US,45415,2015-08-06,2024-04-12 08:13:02.452037+00:00,2024-08-20 19:26:15.075739+00:00
dcc5d975-50fe-4199-a4aa-5685752366ce,CUST-21752500,Shannon,Clark,barbaramoore@example.org,(296)566-6760,Stephaniemouth,WV,US,70104,,2022-09-08 15:14:08.192080+00:00,2025-11-25 03:29:34.642048+00:00
39ec8ca1-3fb2-4f47-bbcd-6c18a06e8de5,CUST-54216894,Gary,Colon,stacy78@example.net,556.225.7532x60332,North Michael,SD,US,05398,2014-12-25,2019-07-27 21:01:38.870816+00:00,2024-01-29 11:56:03.192676+00:00
fea35d37-980b-4853-8c70-31eb9f85c2dd,CUST-01001676,David,King,jamiejennings@example.org,661-384-9926x1891,South Jamesborough,WI,US,34972,,2023-04-09 19:31:49.245093+00:00,2025-07-21 16:31:36.842267+00:00
4b9c22f4-68e5-48cd-b414-6e4a5ba0c3e0,CUST-20873753,Aaron,Powers,conleyelizabeth@example.org,981-214-3744,Port Greggton,PR,US,38586,,2024-11-04 11:55:06.139632+00:00,2026-03-12 09:33:15.010081+00:00
1851d1cf-1dab-410a-bd10-f87c6d0e0597,CUST-00225579,Joseph,Quinn,lisa21@example.com,(974)967-6212x0216,New Noah,MI,US,80632,,2020-12-18 19:26:33.333194+00:00,2024-07-12 08:52:24.751165+00:00
e44a913a-f933-49fa-ba2e-eeb3d6aa5382,CUST-27716701,Jose,Edwards,tiffanysantiago@example.com,489.916.3756x28900,Boothland,WV,US,64942,,2018-03-28 14:55:38.407464+00:00,2023-09-16 20:10:36.158412+00:00
39034b65-81c6-4eeb-8ce3-c8c847354e4f,CUST-86631779,Shane,Gates,fstewart@example.net,+1-501-966-0880x1994,Michaelton,GU,US,29719,2023-06-05,2020-08-21 19:54:32.850242+00:00,2022-06-28 13:51:48.587714+00:00
a83c1c2b-b776-4729-b91f-49f699966612,CUST-57113055,Maria,Brandt,amy51@example.org,(372)861-4933,South Makayla,ID,US,94451,,2020-09-24 21:56:23.577174+00:00,2024-12-13 23:05:55.707808+00:00
